Year,Company name,Reporting on a Mandatory Basis, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life issued,Number of fabric bags issued,Number of other bags issued,Any other information
2017-18,The Children's Society,:,"199,243","9,962.15","1,992.26",No costs deducted from proceeds,0,0,0,0,0,0, ,"7,969.89",Retained by your company / organisation," Retained by us as we are a registered charity, income has gone directly back into our unrestricted income source.","9,962.00",Charity/Voluntary,:,:,:,:," Above sum given to charity is referring to our own registered charity 0 The Children's Society;  The cost of the purchase of the bags is not listed anywhere, the cost to our charity for all bags purchased in the financial year 2017/2018 was £19,812"
2017-18,The Co-operative Group,:,"120,629,924","6,031,496.00","976,993.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,054,503.00",Donated, ,"5,054,503.00",Local causes chosen by customers or staff,:,"19,887,722",:,:, 
2017-18,The Disney Store Ltd,:,"1,444,586","72,229.30","12,038.22",No costs deducted from proceeds,0,0,0,0,0,0, ,"60,191.08",Donated, ,"57,783.00",Environment,:,:,:,:,Price charged: 5p with 4p going to Charity. 1p for Production - it is not clear above how this should be submitted. 
2017-18,The Lambing Shed Farm Shop Ltd,:,"6,424",321.2,53.53,No costs deducted from proceeds,0,0,0,0,0,0, ,267.67,Donated, ,268,Local causes chosen by customers or staff,:,:,:,:, We track our plastic bag sales on the till.
2017-18,The Midcounties Co-operative,:,"9,359,305","468,000.00","94,000.00","75,000.00",0,0,0,0,0,"75,000.00","Includes a range of operational costs associated with admin, community support, maximising community impact and raising awareness ","299,000.00","Donated,Put to other uses (supply details below)","To deliver a Sustainable Communities programme to help communities defend the environment by saving energy, engage in community renewable energy, and helping alleviate fuel poverty  ","199,000.00","Arts,Environment,Heritage,Health,Sport,Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:, 
2017-18,The Original Factory Shop Ltd,:,"1,939,275","96,963.75","19,392.75",No costs deducted from proceeds,0,0,0,0,0,0,,"77,571.00",Donated,,"96,963.75",Charity/Voluntary,:,:,:,:,
2017-18,The Reading Football Club Limited,:,"4,643",232.15,38.69,No costs deducted from proceeds,0,0,0,0,0,0, ,193.46,Donated, ,193,Local causes chosen by customers or staff,:,:,:,:, 
2017-18,The Salvation Army,:,"22,891","1,144.55",228.91,No costs deducted from proceeds,0,0,0,0,0,0, ,915.64,Retained by your company / organisation, ,0,,:,:,:,:," 20% VAT rate used
Data was compiled based on value entered in the Salvation Army Accounting system"
2017-18,The Southern Co-operative,:,"8,994,517","449,978.00","74,996.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"374,982.00",Donated, ,:, : ,:,:,:,:, 
2017-18,Thorntons Ltd,:,"1,229,783","61,489.15","10,248.19",No costs deducted from proceeds,0,0,0,0,0,0, ,"51,240.95",Donated, ,"51,240.95",Environment,:,:,:,:, 
2017-18,Three,:,"27,525","1,376.25",275.25,No costs deducted from proceeds,0,0,0,0,0,0,,"1,101.00",Donated,,:,Local causes chosen by customers or staff,:,:,:,:, All proceeds were donated to charities registered in England through our Community Fund (which enables all employees to nominate charities they are passionate about for a donation of £500 from Three). The proceeds were added to the budget as additional funds available and have been included in the donations made following the reporting period. http://www.three.co.uk/discover/sharing_stuff/Community_Fund
2017-18,Tiger Retail Ltd,:,"1,903,119","185,817.30","30,969.55",No costs deducted from proceeds,0,0,0,0,0,0, ,"154,847.75",Retained by your company / organisation, ,0,,:,:,:,:, 
2017-18,TJX Europe,:,"18,374,174","918,708.70","183,741.74",No costs deducted from proceeds,0,0,0,0,0,0,,"734,966.96",Donated,,:, : ,:,:,:,:,
2017-18,Toolstation Ltd,:,"316,495","15,824.75","2,626.91",No costs deducted from proceeds,0,0,0,0,0,0, ,"13,197.84",Donated, ,:,Education,:,:,:,:, 
2017-18,Travis Perkins plc,:,"313,574","15,678.70","3,135.74",No costs deducted from proceeds,0,0,0,0,0,0,,"12,542.96",Donated,,:,"Environment,Local causes chosen by customers or staff",:,:,:,:, Donations have been made to environmental causes and chosen charities throughout the Group. 
2017-18,Tyne and Wear Archives & Museums,:,"4,765",238.25,39.71,No costs deducted from proceeds,0,0,0,0,0,0, ,198.54,Donated, ,199,"Arts,Heritage",:,:,:,:, 
2017-18,"UCL Shop, Univeristy College London",:,517,139.59,23.27,No costs deducted from proceeds,0,0,0,0,0,0, ,116.32,Donated, ,:, : ,:,:,:,:, 
2017-18,University of Bath,:,"75,166","3,758.30",626.38,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,131.92",Donated, ,"3,131.00",Charity/Voluntary,:,"16,671",:,:,Data was collated from sales through till systems. VAT charged at standard rate.
2017-18,University of Birmingham,:,"26,142","1,324.05",220.68,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,103.37",Retained by your company / organisation, ,0,,:,:,:,:, 
2017-18,University of Exeter,:,"43,365","2,788.35",464.77,50,0,0,0,0,50,0, ,"2,273.58",Donated, ,"2,273.00",Local causes chosen by customers or staff,:,:,:,:, 
2017-18,University of Keele,:,"44,203","2,210.15",368.36,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,841.79",Retained by your company / organisation, ,0,,:,:,:,:, 
2017-18,University of London,:,401,32.1,6.92,No costs deducted from proceeds,0,0,0,0,0,0, ,25.18,Retained by your company / organisation, ,0,,:,:,:,:,"Out of the 401 bags provided, 321 were charged for. The remaining 80 were used for library services, and there was no sale of goods involved."
2017-18,University of Manchester,:,"2,030",104.55,20.91,No costs deducted from proceeds,0,0,0,0,0,0, ,83.64,Donated, Donated to The John Rylands Library,84,"Arts,Education",:,:,:,:,"1969 bags issued @ 0.05p
61 bags issued @ 0.10p"
2017-18,University of the Arts London,:,"10,165","1,177.10",196.18,980.92,0,0,0,0,0,980.92,cost or producing the plastic bags from a bag supplier,0,Retained by your company / organisation, ,0,,:,"8,663",:,:, 
2017-18,University of Warwick,:,"147,517","7,375.85","1,229.31",No costs deducted from proceeds,0,0,0,0,0,0, ,"6,146.54",Donated, ,:, : ,:,:,:,:, 
2017-18,Vodafone Ltd,:,"10,810",558.15,111.63,No costs deducted from proceeds,0,0,0,0,0,0, ,446.52,Donated, ,446,Charity/Voluntary,:,:,:,:, 
2017-18,Volkswagen Group UK Ltd,:,"5,477",547.7,91.28,No costs deducted from proceeds,0,0,0,0,0,0, ,456.42,Donated, ,456,Local causes chosen by customers or staff,:,:,:,:, 
2017-18,W R Evans Healthcare Ltd,:,"8,790",439.5,73.25,No costs deducted from proceeds,0,0,0,0,0,0, ,366.25,Donated, ,:, : ,:,:,:,:, 
2017-18,W Wing Yip & Brothers Trading Group Ltd,:,"428,589","21,429.45","3,571.58",No costs deducted from proceeds,0,0,0,0,0,0, ,"17,857.87",Donated, ,"17,777.00",Charity/Voluntary,:,:,:,:, The donations made to date included money collected but not distributed from the previous submission;  Each W Wing Yip Store has donated the proceeds from its plastic bag sales to charities in its local area
2017-18,Waitrose Ltd,:,"62,747,015","3,137,350.00","522,891.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"2,614,459.00",Donated,"Waitrose has committed 50% of these funds to the UK Dementia Research Institute at University College London. The remaining 50% will be used to support initiatives to tackle plastic pollution, including ÃƒÂƒÃ†Â’ÃƒÂ†Ã¢Â€Â™ÃƒÂƒÃ‚Â¢ÃƒÂ¢Ã¢Â€ÂšÃ‚Â¬ÃƒÂ…Ã‚Â¡ÃƒÂƒÃ†Â’ÃƒÂ¢Ã¢Â‚Â¬Ã…Â¡ÃƒÂƒÃ¢Â€ÂšÃƒÂ‚Ã‚Â£1m to support the Marine Conservation Society.
","2,614,459.00",Environment,:,:,:,:, 
2017-18,Waremoss Ltd,:,"14,763",745.6,124.26,No costs deducted from proceeds,0,0,0,0,0,0, ,621.34,Donated, ,621,Charity/Voluntary,:,:,:,:, 
2017-18,Warner Bros. Studios Leavesden Ltd.,:,"488,181","24,409.05","4,068.18",No costs deducted from proceeds,0,0,0,0,0,0, ,"20,340.87",Donated, ,"20,341.00","Charity/Voluntary,Local causes chosen by customers or staff",:,"62,281",:,:, 
2017-18,Warner Leisure Hotels,:,"15,366",814.31,144.55,No costs deducted from proceeds,0,0,0,0,0,0, ,669.76,Donated, ,669,Health,:,:,:,:, 
2017-18,Warrens Bakery Limited,:,"57,425","2,871.25",478.54,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,392.71",Donated, ,:, : ,:,:,:,:, 
2017-18,Watford Association Football Club,:,"4,293",214.65,35.78,No costs deducted from proceeds,0,0,0,0,0,0, ,178.87,Donated, ,179,Environment,:,:,:,:, 
2017-18,Welcome Break Group Limited,:,"1,404,316","70,215.80","11,702.54",No costs deducted from proceeds,0,0,0,0,0,0, ,"58,513.26",Donated, ,"58,513.00",Charity/Voluntary,:,:,:,:,Method of data collection used: till system
2017-18,WH Smith plc,:,"2,469,294","125,585.00","20,931.00","10,798.00",0,"5,802.00","1,549.00",0,"3,447.00",0, ,"93,856.00",Donated, ,"93,856.00","Education,Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:,
2017-18,Wildfowl & Wetlands Trust (Trading) Ltd,:,"5,174",252.27,41.88,No costs deducted from proceeds,0,0,0,0,0,0, ,210.39,"Donated,Retained by your company / organisation", Donated to the Wildfowl & Wetlands Trust for work towards our conservation projects,:, : ,:,:,:,:, 
2017-18,Wilko Retail Limited,:,"33,334,402","1,666,720.00","277,786.68","59,125.63",0,599.31,"54,964.25",0,"3,562.07",0, ,"1,329,807.69",Donated, ,"1,329,808.00","Education,Environment,Heritage,Charity/Voluntary",:,:,:,:, 
2017-18,William Strike Ltd,:,"102,682","5,130.28",855.05,"2,176.86",0,0,0,0,0,"2,176.86",Cost of the Carrier bags,"2,098.37",Donated, ,:, : ,:,:,:,:, 
2017-18,Wm Morrison Supermarkets PLC,:,"183,271,200","9,163,560.00","1,237,073.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"7,926,487.00",Donated, ,"5,771,521.00",Charity/Voluntary,:,:,:,:,"Bags charged for use in our stores attract VAT at the standard rate of 20%. The net proceeds from bags sold in store were donated to the Morrisons Foundation and our national charity partner, CLIC Sargent (the UK's leading cancer charity for children and young people). Bags charged for use in our online operations attract VAT at a blended rate agreed with HMRC (hence the reported figure of VAT which does not equate to 20%). After the deduction of a blended rate of VAT from the charge applied in our online business, net proceeds equate to £2,487,317. £2,154,966 was used to support the recycling incentive we offer to our online customers. The remaining £332,351 was donated to the Morrisons Foundation. "
2017-18,Woburn Enterprises Partnership,:,"10,006",500.3,83.38,No costs deducted from proceeds,0,0,0,0,0,0, ,416.92,Donated, ,417,Health,:,:,:,:, 
2017-18,Woodthorpe Hall Garden Centres Limited,:,"46,831","3,141.70",523.62,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,618.08",Donated, ,"2,618.00",Local causes chosen by customers or staff,:,:,:,:," Collect data via epos till system. 
Charges are 5p & 10p"
2017-18,W R Evans Healthcare Ltd,:,"3,999",200,40,No costs deducted from proceeds,0,0,0,0,0,0, ,160,Donated, ,160,"Charity/Voluntary,Local causes chosen by customers or staff",:,:,:,:, 
2017-18,Wrights Pies (Shelton) Ltd,:,"87,711","4,385.55",730.92,100,0,0,100,0,0,0, ,"3,554.63",Donated, ,:, : ,:,:,:,:, 
2017-18,YESSS (A) Electrical Ltd,:,"260,605","13,030.25","2,171.71",500,0,0,0,0,500,0, ,"10,358.54",Donated,Donated to  charities/ voluntary sector,"10,358.00",Charity/Voluntary,:,:,:,:, 
2017-18,YO! Sushi UK Ltd,:,"29,270","1,463.50",243.92,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,219.58",Donated, ,"1,219.00",Health,:,:,:,:, 
2017-18,YTC Ltd,:,"177,775","7,111.00","1,777.75",905.8,118.8,622,165,0,0,0,,"4,427.45",Donated,,"6,205.20",Health,:,:,:,:,
2018-19,A F Blakemore & Son Ltd,Yes,"5,114,183","255,709.15","42,618.19","20,000.00",0,0,0,0,"20,000.00",0,,"193,090.96",Donated,,:,,:,:,:,:,
2018-19,Age UK Trading CIC,Yes,"563,644","28,182.20","4,697.03",No costs deducted from proceeds,0,0,0,0,0,0, ,"23,485.17","Donated,Retained by your company/organisation", ,:,,:,:,:,:,
2018-19,Aldi Stores Ltd,Yes,"38,138,993","1,906,949.65","317,824.94",No costs deducted from proceeds,0,0,0,0,0,0, ,"1,589,124.71",Donated, ,"1,589,124.71","Education,Environment,Health,Charity/Voluntary",:,"74,797,563",:,:,
2018-19,"Animal, a division of H Young (Operations) Limited",Yes,"31,390","1,569.50",261.58,No costs deducted from proceeds,0,0,0,0,0,0,,"1,307.92",Donated,,0,Environment,:,:,:,:,
2018-19,Archant Community Media Limited,Yes,"170,083","8,504.15","1,417.36",No costs deducted from proceeds,0,0,0,0,0,0, ,"7,086.79",Put to other uses (supply details below),Put into a budget to match our employees charitable donations under our company donation scheme.,"8,504.00",Local causes chosen by customers or staff,:,:,:,:,
2018-19,Argos,Yes,"1,569,663","78,483.15","13,080.53",No costs deducted from proceeds,0,0,0,0,0,0, ,"65,402.62",Donated, ,"65,403.00",Charity/Voluntary,:,:,:,:,
2018-19,Asda Stores Limited,Yes,"106,896,430","5,344,821.50","890,803.58",No costs deducted from proceeds,0,0,0,0,0,0, ,"4,454,017.92",Donated, ,"4,454,018.00","Environment,Charity/Voluntary",:,:,:,:, Donation to support Fight Hunger partner charities FareShare and Trussel Trust 
2018-19,"Ashmolean Museum, University of Oxford",Yes,"2,459",122.95,20.49,No costs deducted from proceeds,0,0,0,0,0,0, ,102.46,Put to other uses (supply details below)," Proceeds from retail carrier bag income goes back to the main Ashmolean Museum, a registered charity. ",:,,:,:,:,:,All 5p carrier bag sales recorded in retail EPOS system and reported here. 
2018-19,B&Q,Yes,"791,927","39,596.35","6,599.39",No costs deducted from proceeds,0,0,0,0,0,0, ,"32,996.96",Donated, ,"80,359.00",Charity/Voluntary,:,"597,170",:,:,
2018-19,Barton Grange Group Ltd,Yes,"76,224","3,811.20",632.69,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,178.51",Donated, ,"3,179.00",Environment,:,"1,987",:,:,
2018-19,"Bath & North East Somerset Council, Museums Trading",Yes,"8,138",406.9,67.82,No costs deducted from proceeds,0,0,0,0,0,0, ,339.08,Donated, ,339,Charity/Voluntary,:,:,:,:,
2018-19,Beauty Outlet Ltd,Yes,"115,161","5,758.05",959.67,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,798.38",Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Bents Garden Centre Limited,Yes,"35,406","1,770.30",295.05,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,475.25",Donated, ,"1,475.00",Charity/Voluntary,:,:,:,:,
2018-19,Biddles of Guildford,Yes,633,31.65,5.28,No costs deducted from proceeds,0,0,0,0,0,0, ,26.37,Donated, ,38,"Local causes chosen by customers or staff,Charity/Voluntary",:,:,:,:,
2018-19,Birds (Derby) Ltd,Yes,"565,050","28,255.10","4,701.93",No costs deducted from proceeds,0,0,0,0,0,0, ,"23,553.17","Donated,Retained by your company/organisation", ,:,,:,:,:,:," The small balance of £1,976.87 that has not been donated will be added to our charity donation this year. "
2018-19,Blackburn Rovers Football & Athletic Ltd,Yes,"13,138",656.9,131.38,No costs deducted from proceeds,0,0,0,0,0,0, ,525.52,Donated, ,526,Local causes chosen by customers or staff,:,:,:,:,
2018-19,Blackpool Pleasure Beach Ltd,Yes,"29,306","1,465.30",244.22,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,221.08",Donated, ,"1,465.00",Local causes chosen by customers or staff,:,"1,104",:,:,
2018-19,Blackwell UK Limited,Yes,"191,557","9,577.85","1,596.31",No costs deducted from proceeds,0,0,0,0,0,0, ,"7,981.54",Donated, ,:,,:,:,:,:,
2018-19,BMB Clothing Limited,Yes,"88,660","4,433.00",736,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,697.00",Donated, Charity/voluntary,"3,697.00",Charity/Voluntary,"88,660",:,:,:,
2018-19,Bonmarche Limited,Yes,"1,835,992","91,799.60","15,299.93",No costs deducted from proceeds,0,0,0,0,0,0, ,"76,499.67",Donated, ,:,,:,:,:,:,
2018-19,Boux Avenue Limited,Yes,"91,923","4,596.15",766.02,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,830.13",Donated, ,"3,830.00",Charity/Voluntary,:,:,:,:,
2018-19,Bradfords Building Supplies Ltd,Yes,"1,174",65.33,10.88,No costs deducted from proceeds,0,0,0,0,0,0, ,54.45,Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Brighton & Hove Albion Football Club,No,"5,979",298.95,49.83,No costs deducted from proceeds,0,0,0,0,0,0, ,249.12,Retained by your company/organisation, ,:,,:,:,:,:,We no longer offer plastic carrier bags to our customers. 
2018-19,Britannia Jinky Jersey Ltd,Yes,"61,626","3,081.30",513.55,"2,567.75",0,"2,567.75",0,0,0,0,,0,Put to other uses (supply details below),,:,,:,:,:,:,
2018-19,Bryanston Conference Centre Limited,Yes,414,20.7,3.45,No costs deducted from proceeds,0,0,0,0,0,0, ,17.25,Donated, ,:,,:,:,:,:,
2018-19,C and J Clarks International Limited,Yes,"3,007,814","150,390.70","25,065.12",No costs deducted from proceeds,0,0,0,0,0,0, ,"125,325.58",Donated, ,"125,325.00",Charity/Voluntary,:,:,:,:,
2018-19,C Brewer & Sons Ltd,Yes,"12,592",629.6,104.93,No costs deducted from proceeds,0,0,0,0,0,0, ,524.67,Donated, ,506,Environment,:,:,:,:,
2018-19,Cancer Research UK,Yes,"1,109,174","55,458.70","9,243.12",No costs deducted from proceeds,0,0,0,0,0,0, ,"46,215.58",Put to other uses (supply details below), Retained for the charitable work of the organisation.,:,,:,:,:,:,
2018-19,Cardzone Ltd,Yes,"420,721","21,036.05","3,506.01","2,103.00",0,0,0,0,"2,103.00",0, ,"15,427.04",Donated, ,:,,:,:,:,:,
2018-19,Cats Protection,Yes,"119,492","5,974.00",995.67,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,978.33",Retained by your company/organisation, ,"4,979.00",Charity/Voluntary,"119,492",:,:,:,"As we are a registered charity, by retaining the income from the levy (net of VAT) we are applying the income to charitable purposes.
"
2018-19,Cavaghan & Gray Ltd,Yes,"10,613",530.65,88.44,No costs deducted from proceeds,0,0,0,0,0,0, ,442.21,Donated, ,442,Environment,:,:,:,:,Donation donated to Cumbria Wildlife Trust.
2018-19,CDS Superstores International LTD T/A The range,Yes,"4,363,218","218,160.90","36,360.15",500,0,0,0,0,0,500," costs cover all aspects of training, system updates, administration etc","181,300.75",Donated, ,:,,:,:,:,:,
2018-19,Center Parcs,Yes,"25,069","1,253.45",208.91,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,044.54",Donated, ,"1,254.00",Charity/Voluntary,:,:,:,:,
2018-19,Central England Co-Operative Society,Yes,"9,283,809","464,190.45","74,452.71",No costs deducted from proceeds,0,0,0,0,0,0, ,"389,737.74","Donated,Put to other uses (supply details below)","Funds donated to Dementia UK Charity partner, Food redistribution project with Fareshare and the installation, maintenance and training on Defribulators
",0,,:,:,:,:,Detail gathered from till sales reporting. SUCB are being removed from stores during 2019
